Health Facility Code,Health Facility Code Short,Facility Name,Old Health Facility Name 1,Old Health Facility Name 2,Old Health Facility Name 3,Facility Major Type,Health Facility Type,Ownership Major Classification,Ownership Sub-Classification for Government facilities,Ownership Sub-Classification for private facilities,Street Name and #,Building name and #,Region Name,Region PSGC,Province Name,Province PSGC,City/Municipality Name,City/Municipality PSGC,Barangay Name,Barangay PSGC,Zip Code,Landline Number,Landline Number 2,Fax Number,Email Address,Alternate Email Address,Official Website,Service Capability,Bed Capacity,Licensing Status,License Validity Date,Latitude,Longitude,Geocoding Status
DOH000000000000096,96,LEYTE RURAL HEALTH UNIT AND FAMILY PLANNING CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION VIII (EASTERN VISAYAS),800000000,LEYTE,803700000,LEYTE,803729000,POBLACION,803729021,6533, , , , , , ,,0,<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>,,,,Error
DOH000000000000099,99,SAN CLEMENTE RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,ROMULO HIGHWAY,,REGION III (CENTRAL LUZON),300000000,TARLAC,306900000,SAN CLEMENTE,306913000,POBLACION SUR,306913015,2305,+63 459343475,,,sanclementerhu@yahoo.com.ph,elvielopez2058@yahoo.com,,,0, ,,15.7118202,120.3601452,Geocoded
DOH000000000000100,100,HAMTIC RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,TITO NAVA STREET,,REGION VI (WESTERN VISAYAS),600000000,ANTIQUE,600600000,HAMTIC,600608000,LA PAZ,600608029,5715,,,,rhu_hamtic@yahoo.com.ph,,,,0, ,,,,Error
DOH000000000000101,101,ROXAS RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,MIMAROPA REGION,1700000000,ORIENTAL MINDORO,1705200000,ROXAS,1705212000,BAGUMBAYAN (POB.),1705212001,5212,+63 432883123, ,+63 434530309,lennydaite@yahoo.com.ph, , ,,0, ,,8.51013395,123.2840716,Geocoded
DOH000000000000102,102,PAYATAS B HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,17 BULACAN STREET, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",1374000000,QUEZON CITY,1381300000,PAYATAS,1381300138, , , , , , , ,,0, ,,14.71626485,121.1011737,Geocoded
DOH000000000000103,103,TUGAYA RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,National Government,,,,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1900000000,LANAO DEL SUR,1903600000,TUGAYA,1903629000,POBLACION,1903629017,9317,,,,,,,,0, ,,,,Error
DOH000000000000105,105,DIFFUN MUNICIPAL HEALTH OFFICE,DIFFUN RURAL HEALTH UNIT,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,6 AURORA WEST,,REGION II (CAGAYAN VALLEY),200000000,QUIRINO,205700000,DIFFUN,205703000,ANDRES BONIFACIO (POB.),205703001,3401,+63 786947082,,,mho_diffun@yahoo.com,,,,0, ,,,,Error
DOH000000000000106,106,SAN ISIDRO RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION II (CAGAYAN VALLEY),200000000,ISABELA,203100000,SAN ISIDRO,203129000,GOMEZ,203129003,3310, , , , , , ,,0, ,,15.30763415,120.90758,Geocoded
DOH000000000000107,107,PONTEVEDRA RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,BENLIRO STREET,,REGION VI (WESTERN VISAYAS),60000000,CAPIZ,60190000,PONTEVEDRA,60191200,TACAS,601912026,5802,+63 366340220,,+63 366340599,pontevedrarhu@yahoo.com,pontevedrarhu@gmail.com,,,0,<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>,,,,Error
DOH000000000000109,109,IBAJAY RURAL HEALTH UNIT I AND BIRTHING CENTER,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,BRAULIO MANIKAN STREET,,REGION VI (WESTERN VISAYAS),600000000,AKLAN,600400000,IBAJAY,600406000,NAILE,600406020,5613,+63 362892073,,+63 362892495,preciouspelayo@gmail.com,,,,0, ,,,,Error
DOH000000000000110,110,KATIPUNAN RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION IX (ZAMBOANGA PENINSULA),900000000,ZAMBOANGA DEL NORTE,907200000,KATIPUNAN,907203000,BARANGAY UNO (POB.),907203016,7109,,,,socrates.trinidad@yahoo.com,,,,0, ,,8.51013395,123.2840716,Geocoded
DOH000000000000111,111,PAGADIAN CITY HEALTH OFFICE,PAGADIAN CITY RURAL HEALTH UNIT, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION IX (ZAMBOANGA PENINSULA),900000000,ZAMBOANGA DEL SUR,907300000,CITY OF PAGADIAN (CAPITAL),907322000,GATAS (POB.),907322018,7016,622141966, , , , , ,,0, ,,,,Error
DOH000000000000113,113,TALON-TALON MAIN HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,LOGOY GRANDE STREET, ,REGION IX (ZAMBOANGA PENINSULA),900000000,ZAMBOANGA DEL SUR,931700000,CITY OF ZAMBOANGA,931700000,TALON-TALON,931700085,7000, , , , , , ,,0, ,,,,Error
DOH000000000000114,114,SEVILLA MUNICIPAL HEALTH OFFICE,SEVILLA RURAL HEALTH UNIT, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION VII (CENTRAL VISAYAS),700000000,BOHOL,701200000,SEVILLA,701239000,POBLACION,701239014,6347, , , , , , ,,0, ,,,,Error
DOH000000000000115,115,CADIZ CITY HEALTH OFFICE AND EMERGENCY CLINIC,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,CABAHUG STREET,,REGION VI (WESTERN VISAYAS),600000000,NEGROS OCCIDENTAL,604500000,CITY OF CADIZ,604504000,BARANGAY 3 POB.,604504005,6121,+63 344931772,,+63 344930087,cadizcho@yahoo.com,,,,0, ,,,,Error
DOH000000000000116,116,BATAC CITY HEALTH OFFICE,BATAC MUNICIPAL HEALTH OFFICE,BATAC RURAL HEALTH UNIT, ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION I (ILOCOS REGION),100000000,ILOCOS NORTE,102800000,CITY OF BATAC,102805000,SUABIT (POB.),102805042,2906,+63 777923915, ,+63 777923172,cho_batac@yahoo.com, , ,,0, ,,18.06360855,120.562136,Geocoded
DOH000000000000117,117,MALINAO RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,RIZAL ST.,,REGION V (BICOL REGION),500000000,ALBAY,500500000,MALINAO,500510000,POBLACION,500510021,4512,+63 5248845511,,,totsbausa@yahoo.com,,,,0, ,,,,Error
DOH000000000000118,118,BUADIPOSO BUNTONG RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,National Government,,,,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1900000000,LANAO DEL SUR,1903600000,BUADIPOSO-BUNTONG,1903633000,MANACAB (POB.),1903633019,9714,,,,,,,,0, ,,,,Error
DOH000000000000119,119,CLAVERIA RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,PIMENTEL STREET, ,REGION X (NORTHERN MINDANAO),1000000000,MISAMIS ORIENTAL,1004300000,CLAVERIA,1004306000,POBLACION,1004306020,9004,+63 883581444, , ,rhuclaveria2012@gmail.com, , ,,0, ,,,,Error
DOH000000000000120,120,NEW BANICAIN HEALTH CENTER,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,LUNA STREET,,REGION III (CENTRAL LUZON),300000000,ZAMBALES,331400000,CITY OF OLONGAPO,331400000,BANICAIN,331400002,2200,+63 476110382,,,tetelestai@gmx.com,ochdept@yahoo.com.ph,,,0, ,,14.8268648,120.2868956,Geocoded
DOH000000000000121,121,TABUK RURAL HEALTH UNIT II,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,CORDILLERA ADMINISTRATIVE REGION (CAR),1400000000,KALINGA,1403200000,CITY OF TABUK (CAPITAL),1403213000,CALANAN,1403213012,3800,,,,joyceomengan@yahoo.com,,,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,12/31/23,,,Error
DOH000000000000122,122,"MUNICIPAL HEALTH OFFICE - SAN MATEO, ISABELA",SAN MATEO RURAL HEALTH UNIT, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,AGLIPAY STREET, ,REGION II (CAGAYAN VALLEY),20000000,ISABELA,20310000,SAN MATEO,20313200,BARANGAY IV (POB.),203132020,3318, , , ,rhusanmateoisabelar2@gmail.com, , ,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,12/31/23,,,Error
DOH000000000000123,123,BALASAN MUNICIPAL HEALTH OFFICE,BALASAN RURAL HEALTH UNIT,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,J. Luna St. Poblacion Sur,,REGION VI (WESTERN VISAYAS),60000000,ILOILO,60300000,BALASAN,60300500,POBLACION SUR,603005018,5018,+63 333970804,,+63 333970296,balasanrhu15@gmail.com,,,,0,<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>,,,,Error
DOH000000000000126,126,SAN PASCUAL RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,AQUINO AVENUE, ,REGION IV-A (CALABARZON),400000000,BATANGAS,401000000,SAN PASCUAL,401026000,POBLACION,401026020,4204,+63 437274321, ,+63 437272376,rhu_san pascual.batangas@yahoo.com, , ,,0, ,,,,Error
DOH000000000000127,127,BRAULIO E. DUJALI MUNICIPAL HEALTH CENTER,BRAULIO E. DUJALI RURAL HEALTH UNIT, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION XI (DAVAO REGION),1100000000,DAVAO DEL NORTE,1102300000,BRAULIO E. DUJALI,1102323000,DUJALI,1102323002,8100, , , , , , ,,0, ,,,,Error
DOH000000000000128,128,MACABEBE RURAL HEALTH UNIT II, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK BANTAYAN, ,REGION III (CENTRAL LUZON),300000000,PAMPANGA,305400000,MACABEBE,305410000,SAN RAFAEL,305410014,2018,+63 454353826, , ,rhu2macabebe@yahoo.com.ph, , ,,0, ,,,,Error
DOH000000000000129,129,TALITAY RURAL HEALTH UNIT,SULTAN SUMAGKA RURAL HEALTH UNIT,,,Health Facility,Rural Health Unit,Government,National Government,,,,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1900000000,MAGUINDANAO DEL NORTE,1908700000,TALITAY,1908712000,TALITAY,1908712009,9612,,,,talitayrhu@gmail.com,,,,0, ,,,,Error
DOH000000000000130,130,SAN RICARDO RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION VIII (EASTERN VISAYAS),800000000,SOUTHERN LEYTE,806400000,SAN RICARDO,806415000,POBLACION,806415008,6617, , , , , , ,,0, ,,,,Error
DOH000000000000131,131,MAHAPLAG RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION VIII (EASTERN VISAYAS),800000000,LEYTE,803700000,MAHAPLAG,803731000,POBLACION,803731017,6512, , , , , , ,,0, ,,,,Error
DOH000000000000132,132,CITY HEALTH OFFICE - I ILAGAN,ILAGAN RURAL HEALTH UNIT I,ILAGAN CITY HEALTH OFFICE I, ,Health Facility,Rural Health Unit,Government,Local Government Unit,,RIZAL STREET, ,REGION II (CAGAYAN VALLEY),20000000,ISABELA,20310000,CITY OF ILAGAN (CAPITAL),20311400,SAN VICENTE (POB.),203114087,3300, , , ,cachaperored@gmail.com, , ,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,12/31/23,,,Error
DOH000000000000133,133,LIMASAWA RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION VIII (EASTERN VISAYAS),800000000,SOUTHERN LEYTE,806400000,LIMASAWA,806419000,CABULIHAN,806419001,6618,,,,,,,,0, ,,9.91644835,125.072434,Geocoded
DOH000000000000134,134,MARIPIPI MUNICIPAL HEALTH OFFICE BIRTHING HOME,MARIPIPI RURAL HEALTH UNIT,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION VIII (EASTERN VISAYAS),800000000,BILIRAN,807800000,MARIPIPI,807807000,ERMITA,807807016,6563,,,,RHUMARIPIPI@GMAIL.COM,,,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,,,,Error
DOH000000000000136,136,CONCEPCION RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION X (NORTHERN MINDANAO),1000000000,MISAMIS OCCIDENTAL,1004200000,CONCEPCION,1004206000,POBLACION,1004206011,7213,,,,concepcion.mhoffice@gmail.com,,,,0, ,,10.83817935,121.9587662,Geocoded
DOH000000000000137,137,RAMON RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,QUEZON STREET, ,REGION II (CAGAYAN VALLEY),200000000,ISABELA,203100000,RAMON,203124000,BUGALLON PROPER (POB.),203124022,3319, , , , , , ,,0, ,,7.817978,123.3623474,Geocoded
DOH000000000000138,138,BAGONG SILANGAN HEALTH CENTER,BAGONG SILANG HEALTH CENTER, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,A. BONIFACIO STREET, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",1374000000,QUEZON CITY,1381300000,BAGONG SILANGAN,1381300010, , , , , , , ,,0, ,,14.69762355,121.1107482,Geocoded
DOH000000000000139,139,LIBJO RURAL HEALTH AND FAMILY PLANNING CENTER,ALBOR RURAL HEALTH AND FAMILY PLANNING CENTER,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK 3,,REGION XIII (CARAGA),1600000000,DINAGAT ISLANDS,1608500000,LIBJO,1608504000,ALBOR (POB.),1608504001,8414,,,,,,,,0, ,,,,Error
DOH000000000000140,140,KALAYAAN HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,97 GUIRAYAN STREET, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",1374000000,QUEZON CITY,1381300000,DO?A IMELDA,1381300031, , , , ,kalayaanimelda@yahoo.com, , ,,0, ,,14.6155388,121.0176779,Geocoded
DOH000000000000141,141,ALEGRIA RURAL HEALTH UNIT,RURAL HEALTH UNIT AND FAMILY PLANNING CENTER, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK 1, ,REGION XIII (CARAGA),1600000000,SURIGAO DEL NORTE,1606700000,ALEGRIA,1606701000,GAMUTON,1606701012,8425, , , ,xiancabatchete@yahoo.com, , ,,0, ,,9.7294287,123.339374,Geocoded
DOH000000000000142,142,PARACELIS MUNICIPAL HEALTH OFFICE,PARACELIS RURAL HEALTH UNIT,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,CORDILLERA ADMINISTRATIVE REGION (CAR),1400000000,MOUNTAIN PROVINCE,1404400000,PARACELIS,1404406000,POBLACION,1404406009,2625,,,,,,,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,,17.1813335,121.4041011,Geocoded
DOH000000000000144,144,NEW WASHINGTON RURAL HEALTH UNIT I, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,"NEW WASHINGTON, POBLACION", ,REGION VI (WESTERN VISAYAS),600000000,AKLAN,600400000,NEW WASHINGTON,600415000,POBLACION,600415013,5610,268-3396, , , , , ,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,,,,Error
DOH000000000000145,145,VETERANS HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,6 FAUSTINO STREET, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",1374000000,QUEZON CITY,1381300000,HOLY SPIRIT,1381300140, , , , ,eleanorvelasco@md.com, , ,,0, ,,14.6839063,121.0759481,Geocoded
DOH000000000000146,146,LA LIBERTAD RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION IX (ZAMBOANGA PENINSULA),900000000,ZAMBOANGA DEL NORTE,907200000,LA LIBERTAD,907204000,POBLACION,907204009,7119, , , , , , ,,0, ,,10.02534845,123.2346902,Geocoded
DOH000000000000147,147,VILLAVERDE RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,Aragon Street corner Ocumen Street, ,REGION II (CAGAYAN VALLEY),200000000,NUEVA VIZCAYA,205000000,VILLAVERDE,205014000,POBLACION,205014008,3710, , , ,rhuvillaverde@yahoo.com, , ,,0, ,,,,Error
DOH000000000000148,148,TUGUEGARAO CITY URBAN HEALTH CENTER AND BIRTHING HOME,TUGUEGARAO CITY HEALTH OFFICE, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,MAIN AVENUE, ,REGION II (CAGAYAN VALLEY),20000000,CAGAYAN,20150000,TUGUEGARAO CITY (CAPITAL),20152900,SAN GABRIEL,201529051,3500,+63 788464870,+63 788462197,+63 788464870,chotugcity@yahoo.com, , ,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,12/31/23,,,Error
DOH000000000000149,149,SANTA CRUZ RURAL HEALTH UNIT I, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,GENERAL CALLIES STREET, ,REGION IV-A (CALABARZON),400000000,LAGUNA,403400000,SANTA CRUZ (CAPITAL),403426000,BARANGAY III (POB.),403426016,4009,+63 495010359, , ,stacrurhu1@yahoo.com.ph, , ,,0, ,,15.2145315,120.6619294,Geocoded
DOH000000000000150,150,MALUSO RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,National Government,,,,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1900000000,BASILAN,1900700000,MALUSO,1900704000,TOWNSITE (POB.),1900704013,7303,,,,MALUSORHU@YAHOO.COM,,,,0, ,,,,Error
DOH000000000000151,151,SAN NICOLAS MAIN HEALTH CENTER (RURAL HEALTH UNIT III),CITY OF SAN FERNANDO (CAPITAL) RURAL HEALTH UNIT III, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,"BULUSAN STREET, CENTRO", ,REGION III (CENTRAL LUZON),300000000,PAMPANGA,305400000,CITY OF SAN FERNANDO (CAPITAL),305416000,SAN NICOLAS,305416030,2000,+63 454361412, , , , , ,,0, ,,,,Error
DOH000000000000152,152,SANTA CRUZ RURAL HEALTH UNIT II,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION III (CENTRAL LUZON),300000000,ZAMBALES,307100000,SANTA CRUZ,307113000,BAYTO,307113004,2213,,,,,,,,0, ,,15.44951695,120.7995151,Geocoded
DOH000000000000153,153,SAN JOSE RURAL HEALTH UNIT AND FAMILY PLANNING CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,JOSE ESTIMADO STREET, ,MIMAROPA REGION,1700000000,ROMBLON,1705900000,SAN JOSE,1705914000,POBLACION,1705914005,5510, , , ,sanjose_RHU@yahoo.com, , ,,0, ,,,,Error
DOH000000000000154,154,SANTA MARIA RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,MALAG-ALAG A,,MIMAROPA REGION,1700000000,ROMBLON,1705900000,SANTA MARIA,1705917000,CONCEPCION NORTE (POB.),1705917002,5502,,,,rhusta.mariaromblon@gmail.com,markjohn9002@gmail.com,,,0,<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>,,14.47248675,121.4270856,Geocoded
DOH000000000000155,155,SOCORRO RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,MIMAROPA REGION,1700000000,ORIENTAL MINDORO,1705200000,SOCORRO,1705214000,ZONE IV (POB.),1705214023,5207,+63 432846042, , ,mhosocorro2021@gmail.com, , ,,0, ,,,,Error
DOH000000000000156,156,TUBO RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,CORDILLERA ADMINISTRATIVE REGION (CAR),140000000,ABRA,140010000,TUBO,140012600,POBLACION,1400126005,2814,,,,jordz4215@yahoo.com.ph,,,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,,,,Error
DOH000000000000157,157,SAN LUIS RURAL HEALTH UNIT II, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION IV-A (CALABARZON),400000000,BATANGAS,401000000,SAN LUIS,401024000,BANOYO,401024005,4210, , ,+63 434118121, , , ,,0, ,,15.03726895,120.7878133,Geocoded
DOH000000000000158,158,LIAN RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,J.P. RIZAL STREET, ,REGION IV-A (CALABARZON),400000000,BATANGAS,401000000,LIAN,401013000,BARANGAY 2 (POB.),401013017,4216,+63 432152723,+63 432152320,+63 432152723, , , ,,0, ,,,,Error
DOH000000000000159,159,STRIKE SA SERBISYO CITY HEALTH UNIT I (POBLACION),BACOOR RURAL HEALTH UNIT I,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,EVANGELISTA STREET,,REGION IV-A (CALABARZON),400000000,CAVITE,402100000,CITY OF BACOOR,402103000,TABING DAGAT,402103023,4102,+63 454-3311,,,poblacionrhui@yahoo.com,,,,0, ,,,,Error
DOH000000000000160,160,PAG-ASA RURAL HEALTH CENTER,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,59 PERIMETER STREET,,REGION III (CENTRAL LUZON),300000000,ZAMBALES,331400000,CITY OF OLONGAPO,331400000,PAG-ASA,331400017,2200,,,,olongapochd@gmail.com,ochdept@yahoo.com.ph,,,0, ,,14.7114641,120.9355203,Geocoded
DOH000000000000161,161,CARMONA RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION IV-A (CALABARZON),400000000,CAVITE,402100000,CARMONA,402104000,BARANGAY 4 (POB.),402104015,4116,+63 464302372, ,+63 46 4302372,mho.carmona@gmail.com, , ,,0, ,,,,Error
DOH000000000000162,162,SANTOL MUNICIPAL HEALTH OFFICE, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,PADAYAO STREET, ,REGION I (ILOCOS REGION),100000000,LA UNION,103300000,SANTOL,103318000,POBLACION,103318010,2516,+63 726030154, , ,lgu_santol@yahoo.com,msco_1982@yahoo.com, ,,0, ,,,,Error
DOH000000000000163,163,DASMARIÑAS CITY HEALTH OFFICE II,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION IV-A (CALABARZON),400000000,CAVITE,402100000,CITY OF DASMARI?AS,402106000,SANTA CRUZ I,402106041,4115,+63 464165638,,+63 464165638,dasma_cho2pidsr@yahoo.com,,,,0, ,,,,Error
DOH000000000000164,164,WEST BAJAC-BAJAC HEALTH CENTER,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,DAVIDSON STREET,,REGION III (CENTRAL LUZON),300000000,ZAMBALES,307100000,CITY OF OLONGAPO,331400000,WEST BAJAC-BAJAC,331400019,2200,+63 472225173,,,wbbhc@yahoo.com.ph,olongapochd@gmail.com,,,0, ,,,,Error
DOH000000000000165,165,JASAAN RURAL HEALTH UNIT,JASAAN RURAL HEALTH UNIT AND FAMILY PLANNING CENTER,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION X (NORTHERN MINDANAO),1000000000,MISAMIS ORIENTAL,1004300000,JASAAN,1004311000,UPPER JASAAN (POB.),1004311014,9003,,,,,,,,0, ,,,,Error
DOH000000000000166,166,IVISAN RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,M.H.DEL PILAR STREET,,REGION VI (WESTERN VISAYAS),600000000,CAPIZ,601900000,IVISAN,601905000,POBLACION NORTE,601905013,5805,+63 366200004,,,ivisanmunicipalhealthoffice@yahoo.com,,,,0, ,,,,Error
DOH000000000000167,167,SAN VICENTE RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,MIMAROPA REGION,1700000000,PALAWAN,1705300000,SAN VICENTE,1705319000,POBLACION,1705319008,5309, , , , , , ,,0, ,,14.1057031,122.874293,Geocoded
DOH000000000000168,168,CATEEL RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,HOSPITAL ROAD, ,REGION XI (DAVAO REGION),1100000000,DAVAO ORIENTAL,1102500000,CATEEL,1102505000,POBLACION,1102505019,8205, , , ,mhocateel@yahoo.com, , ,,0, ,,,,Error
